protein_id,symbol,community,degree,annotation
10090.ENSMUSP00000026743,Uqcrc1,9,106,"Cytochrome b-c1 complex subunit 1, mitochondrial; Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradie [...] "
10090.ENSMUSP00000125548,Psma3,11,57,"Proteasome subunit alpha type-3; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP- dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pr [...] "
10090.ENSMUSP00000113726,Il4i1,9,25,L-amino-acid oxidase; Lysosomal L-amino-acid oxidase with highest specific activity with phenylalanine. May play a role in lysosomal antigen processing and presentation; Belongs to the flavin monoamine oxidase family. FIG1 subfamily.
10090.ENSMUSP00000107380,Myl2,4,22,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform; Contractile protein that plays a role in heart development and function. Following phosphorylation, plays a role in cross-bridge cycling kinetics and cardiac muscle contraction by increasing myosin lever arm stiffness and promoting myosin head diffusion; as a consequence of the increase in maximum contraction force and calcium sensitivity of contraction force. These events altogether slow down myosin kinetics and prolong duty cycle resulting in accumulated myosins being cooperatively recruited to actin binding sites t [...] "
10090.ENSMUSP00000099819,Vdac1,9,44,Voltage-dependent anion-selective channel protein 1; Forms a channel through the mitochondrial outer membrane and also the plasma membrane. The channel at the outer mitochondrial membrane allows diffusion of small hydrophilic molecules; in the plasma membrane it is involved in cell volume regulation and apoptosis. It adopts an open conformation at low or zero membrane potential and a closed conformation at potentials above 30-40 mV. The open state has a weak anion selectivity whereas the closed state is cation-selective. May participate in the formation of the permeability transition p [...] 
10090.ENSMUSP00000032270,Klrc1,4,29,"Killer cell lectin-like receptor subfamily C, member 1."
10090.ENSMUSP00000026013,Maoa,7,24,"Amine oxidase [flavin-containing] A; Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral tissues. MAOA preferentially oxidizes biogenic amines such as 5-hydroxytryptamine (5-HT), norepinephrine and epinephrine (By similarity)."
10090.ENSMUSP00000049391,Aox3,7,62,"Aldehyde oxidase 3; Oxidase with broad substrate specificity, oxidizing aromatic azaheterocycles, such as N1-methylnicotinamide and phthalazine, as well as aldehydes, such as benzaldehyde, retinal and pyridoxal. Plays a key role in the metabolism of xenobiotics and drugs containing aromatic azaheterocyclic substituents. Is probably involved in the regulation of reactive oxygen species homeostasis. May be a prominent source of superoxide generation via the one-electron reduction of molecular oxygen. Also may catalyze nitric oxide (NO) production via the reduction of nitrite to NO with N [...] "
10090.ENSMUSP00000099748,Dmap1,6,29,DNA methyltransferase 1-associated protein 1; Involved in transcription repression and activation. Its interaction with HDAC2 may provide a mechanism for histone deacetylation in heterochromatin following replication of DNA at late firing origins. Can also repress transcription independently of histone deacetylase activity. May specifically potentiate DAXX-mediated repression of glucocorticoid receptor-dependent transcription. Component of the NuA4 histone acetyltransferase (HAT) complex which is involved in transcriptional activation of select genes principally by acetylation of nucle [...] 
10090.ENSMUSP00000109144,Kdr,4,98,"Vascular endothelial growth factor receptor 2; Tyrosine-protein kinase that acts as a cell-surface receptor for VEGFA, VEGFC and VEGFD. Plays an essential role in the regulation of angiogenesis, vascular development, vascular permeability, and embryonic hematopoiesis. Promotes proliferation, survival, migration and differentiation of endothelial cells. Promotes reorganization of the actin cytoskeleton. Isoforms lacking a transmembrane domain, such as isoform 2, may function as decoy receptors for VEGFA, VEGFC and/or VEGFD. Isoform 2 plays an important role as a negative regulator of VE [...] "
10090.ENSMUSP00000005815,Kit,4,98,"Mast/stem cell growth factor receptor Kit; Tyrosine-protein kinase that acts as cell-surface receptor for the cytokine KITLG/SCF and plays an essential role in the regulation of cell survival and proliferation, hematopoiesis, stem cell maintenance, gametogenesis, mast cell development, migration and function, and in melanogenesis. In response to KITLG/SCF binding, KIT can activate several signaling pathways. Phosphorylates PIK3R1, PLCG1, SH2B2/APS and CBL. Activates the AKT1 signaling pathway by phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase. Activat [...] "
10090.ENSMUSP00000025800,Pip5k1b,4,28,"Phosphatidylinositol 4-phosphate 5-kinase type-1 beta; Participates in the biosynthesis of phosphatidylinositol 4,5- bisphosphate. Mediates RAC1-dependent reorganization of actin filaments. Contributes to the activation of PLD2. Together with PIP5K1A is required after stimulation of G-protein coupled receptors for stable platelet adhesion."
10090.ENSMUSP00000022458,Bap1,8,61,"Ubiquitin carboxyl-terminal hydrolase BAP1; Deubiquitinating enzyme that plays a key role in chromatin by mediating deubiquitination of histone H2A and HCFC1. Catalytic component of the PR-DUB complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-119' (H2AK119ub1). Does not deubiquitinate monoubiquitinated histone H2B. Acts as a regulator of cell growth by mediating deubiquitination of HCFC1 N-terminal and C-terminal chains, with some specificity toward 'Lys-48'-linked polyubiquitin chains compared to 'Lys-63'-linked polyubiquitin chain [...] "
10090.ENSMUSP00000129584,Bcar1,4,42,Breast cancer anti-estrogen resistance protein 1; Docking protein which plays a central coordinating role for tyrosine kinase-based signaling related to cell adhesion. Implicated in induction of cell migration (By similarity). Has been shown to be essential in cardiovascular development during embryogenesis. Belongs to the CAS family.
10090.ENSMUSP00000099509,Snrnp200,5,97,"U5 small nuclear ribonucleoprotein 200 kDa helicase; Plays role in pre-mRNA splicing as core component of precatalytic, catalytic and postcatalytic spliceosomal complexes. Involved in spliceosome assembly, activation and disassembly. Mediates changes in the dynamic network of RNA-RNA interactions in the spliceosome. Catalyzes the ATP-dependent unwinding of U4/U6 RNA duplices, an essential step in the assembly of a catalytically active spliceosome."
10090.ENSMUSP00000097968,Xrcc6,8,82,X-ray repair cross-complementing protein 6; Single-stranded DNA-dependent ATP-dependent helicase. Has a role in chromosome translocation. The DNA helicase II complex binds preferentially to fork-like ends of double-stranded DNA in a cell cycle-dependent manner. It works in the 3'-5' direction. Binding to DNA may be mediated by XRCC6. Involved in DNA non-homologous end joining (NHEJ) required for double-strand break repair and V(D)J recombination. The XRCC5/6 dimer acts as regulatory subunit of the DNA-dependent protein kinase complex DNA-PK by increasing the affinity of the catalytic s [...] 
10090.ENSMUSP00000059501,Vamp8,10,38,"Vesicle-associated membrane protein 8; SNAREs, soluble N-ethylmaleimide-sensitive factor-attachment protein receptors, are essential proteins for fusion of cellular membranes. SNAREs localized on opposing membranes assemble to form a trans-SNARE complex, an extended, parallel four alpha-helical bundle that drives membrane fusion. VAMP8 is a SNARE involved in autophagy through the direct control of autophagosome membrane fusion with the lysososome membrane via its interaction with the STX17-SNAP29 binary t- SNARE complex (By similarity). Also required for dense-granule secretion in plat [...] "
10090.ENSMUSP00000132528,Adcy7,4,31,"Adenylate cyclase type 7; Catalyzes the formation of cAMP in response to activation of G protein-coupled receptors (Probable). Functions in signaling cascades activated namely by thrombin and sphingosine 1-phosphate and mediates regulation of cAMP synthesis through synergistic action of the stimulatory G alpha protein with GNA13. Also, during inflammation, mediates zymosan-induced increase intracellular cAMP, leading to protein kinase A pathway activation in order to modulate innate immune responses through heterotrimeric G proteins G(12/13). Functions in signaling cascades activated n [...] "
10090.ENSMUSP00000025278,Mrpl27,3,183,"39S ribosomal protein L27, mitochondrial; Belongs to the bacterial ribosomal protein bL27 family."
10090.ENSMUSP00000056774,Pik3r1,4,120,"Phosphatidylinositol 3-kinase regulatory subunit alpha; Binds to activated (phosphorylated) protein-Tyr kinases, through its SH2 domain, and acts as an adapter, mediating the association of the p110 catalytic unit to the plasma membrane. Necessary for the insulin-stimulated increase in glucose uptake and glycogen synthesis in insulin-sensitive tissues. Plays an important role in signaling in response to FGFR1, FGFR2, FGFR3, FGFR4, KITLG/SCF, KIT, PDGFRA and PDGFRB. Likewise, plays a role in ITGB2 signaling (By similarity). Modulates the cellular response to ER stress by promoting nucle [...] "
10090.ENSMUSP00000043111,Rpl22l1,3,178,60S ribosomal protein L22-like 1.
10090.ENSMUSP00000043543,Ndufb10,9,101,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone."
10090.ENSMUSP00000057771,Rangap1,5,24,"Ran GTPase-activating protein 1; GTPase activator for RAN. Converts cytoplasmic GTP-bound RAN to GDP-bound RAN, which is essential for RAN-mediated nuclear import and export. Mediates dissociation of cargo from nuclear export complexes containing XPO1, RAN and RANBP2 after nuclear export (By similarity). Required for postimplantation embryonic development ; Belongs to the RNA1 family."
10090.ENSMUSP00000099765,Rad54l,8,37,"DNA repair and recombination protein RAD54-like; Involved in DNA repair and mitotic recombination. Functions in the recombinational DNA repair (RAD52) pathway. Dissociates RAD51 from nucleoprotein filaments formed on dsDNA. Could be involved in the turnover of RAD51 protein-dsDNA filaments (By similarity). Deficient mice also show significantly shorter telomeres than wild-type controls, indicating that the protein activity plays an essential role in telomere length maintenance in mammals. Deficiency also resulted in an increased frequency of end-to-end chromosome fusions involving telo [...] "
10090.ENSMUSP00000079672,Rpl35,3,248,60S ribosomal protein L35; Component of the large ribosomal subunit. Belongs to the universal ribosomal protein uL29 family.
10090.ENSMUSP00000120152,Stat3,4,195,"Signal transducer and activator of transcription 3; Signal transducer and transcription activator that mediates cellular responses to interleukins, KITLG/SCF, LEP and other growth factors (By similarity). Once activated, recruits coactivators, such as NCOA1 or MED1, to the promoter region of the target gene (By similarity). May mediate cellular responses to activated FGFR1, FGFR2, FGFR3 and FGFR4 (By similarity). Binds to the interleukin-6 (IL-6)- responsive elements identified in the promoters of various acute-phase protein genes (By similarity). Activated by IL31 through IL31RA (By s [...] "
10090.ENSMUSP00000075150,Cox6b1,9,87,"Cytochrome c oxidase subunit 6B1; Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol- cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and [...] "
10090.ENSMUSP00000113862,Depdc5,1,32,"GATOR complex protein DEPDC5; As a component of the GATOR1 complex functions as an inhibitor of the amino acid-sensing branch of the TORC1 pathway. The GATOR1 complex strongly increases GTP hydrolysis by RRAGA and RRAGB within RRAGC-containing heterodimers, thereby deactivating RRAGs, releasing mTORC1 from lysosomal surface and inhibiting mTORC1 signaling. The GATOR1 complex is negatively regulated by GATOR2 the other GATOR subcomplex in this amino acid-sensing branch of the TORC1 pathway."
10090.ENSMUSP00000099962,Rpl7a,3,201,60S ribosomal protein L7a.
10090.ENSMUSP00000111221,Dync1i1,11,13,Cytoplasmic dynein 1 intermediate chain 1; Acts as one of several non-catalytic accessory components of the cytoplasmic dynein 1 complex that are thought to be involved in linking dynein to cargos and to adapter proteins that regulate dynein function. Cytoplasmic dynein 1 acts as a motor for the intracellular retrograde motility of vesicles and organelles along microtubules. The intermediate chains mediate the binding of dynein to dynactin via its 150 kDa component (p150-glued) DCNT1. May play a role in mediating the interaction of cytoplasmic dynein with membranous organelles and kine [...] 
10090.ENSMUSP00000086204,Mapk11,4,45,"Mitogen-activated protein kinase 11; Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK11 is one of the four p38 MAPKs which play an important role in the cascades of cellular responses evoked by extracellular stimuli such as proinflammatory cytokines or physical stress leading to direct activation of transcription factors. Accordingly, p38 MAPKs phosphorylate a broad range of proteins and it has been estimated that they may have approximately 200 to 300 substrates each. MAPK11 functions are mostly redundant with those of MA [...] "
10090.ENSMUSP00000032168,Sec61a1,3,133,"Protein transport protein Sec61 subunit alpha isoform 1; Component of SEC61 channel-forming translocon complex that mediates transport of signal peptide-containing precursor polypeptides across endoplasmic reticulum (ER). Forms a ribosome receptor and a gated pore in the ER membrane, both functions required for cotranslational translocation of nascent polypeptides. May cooperate with auxiliary protein SEC62, SEC63 and HSPA5/BiP to enable post- translational transport of small presecretory proteins. Controls the passive efflux of calcium ions from the ER lumen to the cytosol through SEC [...] "
10090.ENSMUSP00000112860,Lsg1,0,124,Large subunit GTPase 1 homolog; GTPase required for the XPO1/CRM1-mediated nuclear export of the 60S ribosomal subunit. Probably acts by mediating the release of NMD3 from the 60S ribosomal subunit after export into the cytoplasm (By similarity); Belongs to the TRAFAC class YlqF/YawG GTPase family. LSG1 subfamily.
10090.ENSMUSP00000130722,Mrpl13,3,234,"39S ribosomal protein L13, mitochondrial; Belongs to the universal ribosomal protein uL13 family."
10090.ENSMUSP00000070983,Srsf7,5,31,Serine/arginine-rich splicing factor 7; Required for pre-mRNA splicing. Represses the splicing of MAPT/Tau exon 10. May function as export adapter involved in mRNA nuclear export such as of histone H2A. Binds mRNA which is thought to be transferred to the NXF1-NXT1 heterodimer for export (TAP/NXF1 pathway); enhances NXF1-NXT1 RNA-binding activity. RNA-binding is semi- sequence specific (By similarity); Belongs to the splicing factor SR family.
10090.ENSMUSP00000142692,Ccna1,8,81,Cyclin-A1; May be involved in the control of the cell cycle at the G1/S (start) and G2/M (mitosis) transitions. May primarily function in the control of the germline meiotic cell cycle and additionally in the control of mitotic cell cycle in some somatic cells.
10090.ENSMUSP00000131163,G6pd2,9,30,"Glucose-6-phosphate 1-dehydrogenase 2; Cytosolic glucose-6-phosphate dehydrogenase that catalyzes the first and rate-limiting step of the oxidative branch within the pentose phosphate pathway/shunt, an alternative route to glycolysis for the dissimilation of carbohydrates and a major source of reducing power and metabolic intermediates for fatty acid and nucleic acid biosynthetic processes."
10090.ENSMUSP00000117834,Rpl29,3,187,60S ribosomal protein L29; Component of the large ribosomal subunit. Belongs to the eukaryotic ribosomal protein eL29 family.
10090.ENSMUSP00000071743,Klhdc3,1,58,Kelch domain-containing protein 3; May be involved in meiotic recombination process.
10090.ENSMUSP00000123324,Mrps26,3,82,"28S ribosomal protein S26, mitochondrial; Belongs to the mitochondrion-specific ribosomal protein mS26 family."
10090.ENSMUSP00000024620,Riok2,3,87,"Serine/threonine-protein kinase RIO2; Serine/threonine-protein kinase involved in the final steps of cytoplasmic maturation of the 40S ribosomal subunit. Involved in export of the 40S pre-ribosome particles (pre-40S) from the nucleus to the cytoplasm. Its kinase activity is required for the release of NOB1, PNO1 and LTV1 from the late pre-40S and the processing of 18S-E pre- rRNA to the mature 18S rRNA. May regulate the timing of the metaphase- anaphase transition during mitotic progression, and its phosphorylation, may regulate this function."
10090.ENSMUSP00000007012,Sod2,3,112,"Superoxide dismutase [Mn], mitochondrial; Destroys superoxide anion radicals which are normally produced within the cells and which are toxic to biological systems; Belongs to the iron/manganese superoxide dismutase family."
10090.ENSMUSP00000138396,Gm3839,9,48,Glyceraldehyde-3-phosphate dehydrogenase.
10090.ENSMUSP00000030684,Gnl2,0,155,"Nucleolar GTP-binding protein 2; GTPase that associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation (By similarity). May promote cell proliferation possibly by increasing p53/TP53 protein levels, and consequently those of its downstream product CDKN1A/p21, and decreasing RPL23A protein levels (By similarity)."
10090.ENSMUSP00000026222,Ndufb8,9,108,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone."
10090.ENSMUSP00000040307,Map3k7,4,64,"Mitogen-activated protein kinase kinase kinase 7; Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. Plays an important role in the cascades of cellular responses evoked by changes in the environment. Mediates signal transduction of TRAF6, various cytokines including interleukin-1 (IL-1), transforming growth factor-beta (TGFB), TGFB-related factors like BMP2 and BMP4, toll-like receptors (TLR), tumor necrosis factor receptor CD40 and B-cell receptor (BCR). Ceramides are also able to activate MAP3K7/TAK1. Once activated, acts as a [...] "
10090.ENSMUSP00000025305,Mrps18b,3,87,"28S ribosomal protein S18b, mitochondrial."
10090.ENSMUSP00000000090,Cox5a,9,107,"Cytochrome c oxidase subunit 5A, mitochondrial; Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol- cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane [...] "
10090.ENSMUSP00000003049,Med25,6,57,"Mediator of RNA polymerase II transcription subunit 25; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors. Required for RARA/RXRA-m [...] "
10090.ENSMUSP00000066238,Rap1b,4,38,"Ras-related protein Rap-1b; GTP-binding protein that possesses intrinsic GTPase activity. Contributes to the polarizing activity of KRIT1 and CDH5 in the establishment and maintenance of correct endothelial cell polarity and vascular lumen. Required for the localization of phosphorylated PRKCZ, PARD3 and TIAM1 to the cell junction. Plays a role in the establishment of basal endothelial barrier function (By similarity); Belongs to the small GTPase superfamily. Ras family."
10090.ENSMUSP00000008004,Ddx49,0,58,Probable ATP-dependent RNA helicase DDX49.
10090.ENSMUSP00000037341,Ndufb7,9,105,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone."
10090.ENSMUSP00000020980,Rrm2,8,76,Ribonucleoside-diphosphate reductase subunit M2; Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides. Inhibits Wnt signaling (By similarity). Belongs to the ribonucleoside diphosphate reductase small chain family.
10090.ENSMUSP00000012540,Nanog,4,43,Homeobox protein NANOG; Transcription regulator involved in inner cell mass and embryonic stem (ES) cells proliferation and self-renewal. Imposes pluripotency on ES cells and prevents their differentiation towards extraembryonic endoderm and trophectoderm lineages. Blocks bone morphogenetic protein-induced mesoderm differentiation of ES cells by physically interacting with SMAD1 and interfering with the recruitment of coactivators to the active SMAD transcriptional complexes. Acts as a transcriptional activator or repressor. Binds optimally to the DNA consensus sequence 5'- TAAT[GT][GT [...] 
10090.ENSMUSP00000002095,Kmt2a,6,36,"Histone-lysine N-methyltransferase 2A; Histone methyltransferase that plays an essential role in early development and hematopoiesis. Catalytic subunit of the MLL1/MLL complex, a multiprotein complex that mediates both methylation of 'Lys- 4' of histone H3 (H3K4me) complex and acetylation of 'Lys-16' of histone H4 (H4K16ac). In the MLL1/MLL complex, it specifically mediates H3K4me, a specific tag for epigenetic transcriptional activation. Has weak methyltransferase activity by itself, and requires other component of the MLL1/MLL complex to obtain full methyltransferase activity. Has no [...] "
10090.ENSMUSP00000125003,Srrm1,5,55,"Serine/arginine repetitive matrix protein 1; Part of pre- and post-splicing multiprotein mRNP complexes. Involved in numerous pre-mRNA processing events. Promotes constitutive and exonic splicing enhancer (ESE)-dependent splicing activation by bridging together sequence-specific (SR family proteins, SFRS4, SFRS5 and TRA2B/SFRS10) and basal snRNP (SNRP70 and SNRPA1) factors of the spliceosome. Stimulates mRNA 3'-end cleavage independently of the formation of an exon junction complex. Binds both pre-mRNA and spliced mRNA 20-25 nt upstream of exon-exon junctions. Binds RNA and DNA with lo [...] "
10090.ENSMUSP00000023343,Atg3,4,29,"Ubiquitin-like-conjugating enzyme ATG3; E2 conjugating enzyme required for the cytoplasm to vacuole transport (Cvt), autophagy, and mitochondrial homeostasis. Responsible for the E2-like covalent binding of phosphatidylethanolamine to the C- terminal Gly of ATG8-like proteins (GABARAP, GABARAPL1, GABARAPL2 or MAP1LC3A). The ATG12-ATG5 conjugate plays a role of an E3 and promotes the transfer of ATG8-like proteins from ATG3 to phosphatidylethanolamine (PE). This step is required for the membrane association of ATG8-like proteins. The formation of the ATG8- phosphatidylethanolamine conju [...] "
10090.ENSMUSP00000026241,Fgf8,4,55,"Fibroblast growth factor 8; Plays an important role in the regulation of embryonic development, cell proliferation, cell differentiation and cell migration. Required for normal brain, eye, ear and limb development during embryogenesis. Required for normal development of the gonadotropin-releasing hormone (GnRH) neuronal system. Plays a role in neurite outgrowth in hippocampal cells (By similarity). Cooperates with Wnt-1 in mouse mammary tumor virus-induced murine mammary tumorigenesis."
10090.ENSMUSP00000151689,Hbs1l,3,75,HBS1-like protein.
10090.ENSMUSP00000021285,Stx8,10,32,"Syntaxin-8; Vesicle trafficking protein that functions in the early secretory pathway, possibly by mediating retrograde transport from cis- Golgi membranes to the ER; Belongs to the syntaxin family."
10090.ENSMUSP00000112871,Ncapg,8,59,"Non-SMC condensin I complex, subunit G."
10090.ENSMUSP00000052262,Vamp7,10,37,"Vesicle-associated membrane protein 7; Involved in the targeting and/or fusion of transport vesicles to their target membrane during transport of proteins from the early endosome to the lysosome. Required for heterotypic fusion of late endosomes with lysosomes and homotypic lysosomal fusion. Required for calcium regulated lysosomal exocytosis. Involved in the export of chylomicrons from the endoplasmic reticulum to the cis Golgi. Required for exocytosis of mediators during eosinophil and neutrophil degranulation, and target cell killing by natural killer cells. Required for focal exocy [...] "
10090.ENSMUSP00000127034,Eif4a1,3,90,"Eukaryotic initiation factor 4A-I; ATP-dependent RNA helicase which is a subunit of the eIF4F complex involved in cap recognition and is required for mRNA binding to ribosome. In the current model of translation initiation, eIF4A unwinds RNA secondary structures in the 5'-UTR of mRNAs which is necessary to allow efficient binding of the small ribosomal subunit, and subsequent scanning for the initiator codon; Belongs to the DEAD box helicase family. eIF4A subfamily."
10090.ENSMUSP00000105828,Mavs,4,45,"Mitochondrial antiviral-signaling protein; Required for innate immune defense against viruses. Acts downstream of DHX33, DDX58/RIG-I and IFIH1/MDA5, which detect intracellular dsRNA produced during viral replication, to coordinate pathways leading to the activation of NF- kappa-B, IRF3 and IRF7, and to the subsequent induction of antiviral cytokines such as IFN-beta and RANTES (CCL5). Peroxisomal and mitochondrial MAVS act sequentially to create an antiviral cellular state (By similarity). Upon viral infection, peroxisomal MAVS induces the rapid interferon-independent expression of def [...] "
10090.ENSMUSP00000108455,Amot,4,27,"Angiomotin; Plays a central role in tight junction maintenance via the complex formed with ARHGAP17, which acts by regulating the uptake of polarity proteins at tight junctions. Appears to regulate endothelial cell migration and tube formation. May also play a role in the assembly of endothelial cell-cell junctions (By similarity)."
10090.ENSMUSP00000140106,Uchl5,11,57,Ubiquitin carboxyl-terminal hydrolase isozyme L5; Protease that specifically cleaves 'Lys-48'-linked polyubiquitin chains. Deubiquitinating enzyme associated with the 19S regulatory subunit of the 26S proteasome. Putative regulatory component of the INO80 complex; however is inactive in the INO80 complex and is activated by a transient interaction of the INO80 complex with the proteasome via ADRM1 (By similarity); Belongs to the peptidase C12 family.
10090.ENSMUSP00000093955,Eef1g,3,143,Elongation factor 1-gamma; Probably plays a role in anchoring the complex to other cellular components.
10090.ENSMUSP00000033053,Itgax,4,76,Integrin alpha-X; Integrin alpha-X/beta-2 is a receptor for fibrinogen. It recognizes the sequence G-P-R in fibrinogen. It mediates cell-cell interaction during inflammatory responses. It is especially important in monocyte adhesion and chemotaxis (By similarity).
10090.ENSMUSP00000112638,Pef1,1,22,"Peflin; Calcium-binding protein that acts as an adapter that bridges unrelated proteins or stabilizes weak protein-protein complexes in response to calcium. Together with PDCD6, acts as calcium-dependent adapter for the BCR(KLHL12) complex, a complex involved in endoplasmic reticulum (ER)-Golgi transport by regulating the size of COPII coats. In response to cytosolic calcium increase, the heterodimer formed with PDCD6 interacts with, and bridges together the BCR(KLHL12) complex and SEC31 (SEC31A or SEC31B), promoting monoubiquitination of SEC31 and subsequent collagen export, which is  [...] "
10090.ENSMUSP00000095675,Palb2,9,139,"Partner and localizer of BRCA2; Plays a critical role in homologous recombination repair (HRR) through its ability to recruit BRCA2 and RAD51 to DNA breaks. Strongly stimulates the DNA strand-invasion activity of RAD51, stabilizes the nucleoprotein filament against a disruptive BRC3-BRC4 polypeptide and helps RAD51 to overcome the suppressive effect of replication protein A (RPA). Functionally cooperates with RAD51AP1 in promoting of D-loop formation by RAD51. Serves as the molecular scaffold in the formation of the BRCA1-PALB2-BRCA2 complex which is essential for homologous recombinat [...] "
10090.ENSMUSP00000103378,Gabbr2,4,21,"Gamma-aminobutyric acid type B receptor subunit 2; Component of a heterodimeric G-protein coupled receptor for GABA, formed by GABBR1 and GABBR2. Within the heterodimeric GABA receptor, only GABBR1 seems to bind agonists, while GABBR2 mediates coupling to G proteins (By similarity). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase, stimulates phospholipase A2, activates potassium channels, inactivate [...] "
10090.ENSMUSP00000140250,Nop58,0,192,"Nucleolar protein 58; Required for 60S ribosomal subunit biogenesis (By similarity). Core component of box C/D small nucleolar ribonucleoprotein (snoRNP) particles. Required for the biogenesis of box C/D snoRNAs such as U3, U8 and U14 snoRNAs (By similarity). Belongs to the NOP5/NOP56 family."
10090.ENSMUSP00000095752,Rrp8,0,61,"Ribosomal RNA-processing protein 8; Essential component of the eNoSC (energy-dependent nucleolar silencing) complex, a complex that mediates silencing of rDNA in response to intracellular energy status and acts by recruiting histone- modifying enzymes. The eNoSC complex is able to sense the energy status of cell: upon glucose starvation, elevation of NAD(+)/NADP(+) ratio activates SIRT1, leading to histone H3 deacetylation followed by dimethylation of H3 at 'Lys-9' (H3K9me2) by SUV39H1 and the formation of silent chromatin in the rDNA locus. In the complex, RRP8 binds to H3K9me2 and pr [...] "
10090.ENSMUSP00000030332,Gpx7,7,48,Glutathione peroxidase 7; It protects esophageal epithelia from hydrogen peroxide- induced oxidative stress. It suppresses acidic bile acid-induced reactive oxigen species (ROS) and protects against oxidative DNA damage and double-strand breaks (By similarity).
10090.ENSMUSP00000157269,Proc,4,10,Vitamin K-dependent protein C heavy chain; Protein C is a vitamin K-dependent serine protease that regulates blood coagulation by inactivating factors Va and VIIIa in the presence of calcium ions and phospholipids. Exerts a protective effect on the endothelial cell barrier function. Belongs to the peptidase S1 family.
10090.ENSMUSP00000092233,Ugt2b36,7,56,UDP-glucuronosyltransferase; Belongs to the UDP-glycosyltransferase family.
10090.ENSMUSP00000069416,Itgb5,4,49,Integrin beta-5; Integrin alpha-V/beta-5 (ITGAV:ITGB5) is a receptor for fibronectin. It recognizes the sequence R-G-D in its ligand.
10090.ENSMUSP00000039027,Tsr1,0,156,Pre-rRNA-processing protein TSR1 homolog; Required during maturation of the 40S ribosomal subunit in the nucleolus.
